測站編號,時間,陣風_風速,風速,風向,氣壓,氣溫,海面溫度,示性波高,平均週期,波向,波浪尖峰週期,流速,分層流速{深度:流速},流向,分層流向{深度:流向},流速(節),潮高
StationID,time,Wind_Gust_Speed,Wind_Speed,Wind_Direction,Air_Pressure,Air_Temperature,Sea_Temperature,Wave_Height_Significant,Wave_Mean_Period,Wave_Main_Direction,Wave_Peak_Period,Current_Speed,Current_Speed_Layer,Current_Direction,Current_Direction_Layer,Current_Speed_knot,Tide_Height
,UTC+8,m/s,m/s,degree,hPa,C,C,m,sec,degree,sec,m/s,m/s,degree,degree,knot,m
Vector_NAMR_FB_33A0006,"2022-05-01 00:00:00",12.6,9.7,35,1011.2,25.3,27.2,0.47,6.3,135,7.6,,,,,,
Vector_NAMR_FB_33A0006,"2022-05-01 01:00:00",11.3,9.2,38,1011.1,25.4,27.2,0.43,6,135,8.8,0.05,"{""1"":0.05,""2"":0.05,""3"":0.03,""4"":0.02,""5"":0.02,""6"":0.01,""7"":0.01,""8"":0.02,""9"":0.07,""10"":0.11,""11"":0.2,""12"":0.28,""16"":0.12,""17"":0.03,""18"":0.05}",336,"{""1"":""336"",""2"":""291"",""3"":""327"",""4"":""333"",""5"":""303"",""6"":""276"",""7"":""342"",""8"":""230"",""9"":""193"",""10"":""184"",""11"":""177"",""12"":""171"",""14"":""163"",""16"":""244"",""17"":""237"",""18"":""208""}",,
Vector_NAMR_FB_33A0006,"2022-05-01 02:00:00",11.8,8.8,40,1009.8,25.1,27.4,0.36,6.1,112,8.6,0.07,"{""1"":0.07,""2"":0.1,""3"":0.07,""4"":0.07,""5"":0.03,""6"":0.02,""7"":0.05,""8"":0.03,""9"":0.07,""10"":0.12,""11"":0.2,""12"":0.27,""14"":0.03,""16"":0.1,""17"":0.02,""18"":0.01}",323,"{""1"":""323"",""2"":""334"",""3"":""339"",""4"":""342"",""5"":""335"",""6"":""289"",""7"":""248"",""8"":""215"",""9"":""196"",""10"":""177"",""11"":""170"",""12"":""169"",""14"":""67"",""16"":""20"",""17"":""15"",""18"":""204""}",,
Vector_NAMR_FB_33A0006,"2022-05-01 03:00:00",11,8.7,40,1009.7,24.9,27.3,0.4,6.1,112,8.3,0.11,"{""1"":0.11,""2"":0.14,""3"":0.15,""4"":0.14,""5"":0.15,""6"":0.15,""7"":0.15,""8"":0.15,""9"":0.15,""10"":0.17,""11"":0.18,""12"":0.25,""14"":0.01,""15"":0.03,""16"":0.07,""17"":0.1,""18"":0.1}",267,"{""1"":""267"",""2"":""257"",""3"":""259"",""4"":""248"",""5"":""248"",""6"":""250"",""7"":""243"",""8"":""240"",""9"":""222"",""10"":""210"",""11"":""194"",""12"":""186"",""14"":""262"",""15"":""283"",""16"":""293"",""17"":""243"",""18"":""238""}",,
Vector_NAMR_FB_33A0006,"2022-05-01 04:00:00",12.7,8.8,36,1009.3,24.8,27.2,0.4,5.8,112,9.3,0.17,"{""1"":0.17,""2"":0.15,""3"":0.18,""4"":0.17,""5"":0.15,""6"":0.15,""7"":0.14,""8"":0.15,""9"":0.18,""10"":0.18,""11"":0.2,""12"":0.21,""14"":0.09,""15"":0.09,""17"":0.07,""18"":0.1}",243,"{""1"":""243"",""2"":""240"",""3"":""241"",""4"":""242"",""5"":""238"",""6"":""239"",""7"":""241"",""8"":""241"",""9"":""222"",""10"":""213"",""11"":""200"",""12"":""191"",""14"":""191"",""15"":""203"",""17"":""226"",""18"":""231""}",,
Vector_NAMR_FB_33A0006,"2022-05-01 05:00:00",11.9,9.3,31,1009.3,24.9,27.2,0.38,5.9,112,8.9,0.11,"{""1"":0.11,""2"":0.1,""3"":0.12,""4"":0.14,""5"":0.15,""6"":0.14,""7"":0.15,""8"":0.12,""9"":0.12,""10"":0.14,""11"":0.15,""12"":0.18,""14"":0.09,""15"":0.05,""17"":0.1,""18"":0.1}",220,"{""1"":""220"",""2"":""229"",""3"":""217"",""4"":""216"",""5"":""221"",""6"":""230"",""7"":""225"",""8"":""229"",""9"":""219"",""10"":""201"",""11"":""198"",""12"":""190"",""14"":""145"",""15"":""153"",""17"":""206"",""18"":""197""}",,
Vector_NAMR_FB_33A0006,"2022-05-01 06:00:00",11,8.4,43,1009.6,24.6,27.2,0.4,6,123,8.6,0.07,"{""1"":0.07,""2"":0.07,""3"":0.07,""4"":0.07,""5"":0.1,""6"":0.1,""7"":0.11,""8"":0.12,""9"":0.14,""10"":0.14,""11"":0.11,""12"":0.1,""14"":0.09,""15"":0.1,""17"":0.07,""18"":0.07,""19"":0.15}",149,"{""1"":""149"",""2"":""122"",""3"":""183"",""4"":""183"",""5"":""169"",""6"":""146"",""7"":""152"",""8"":""153"",""9"":""152"",""10"":""158"",""11"":""158"",""12"":""172"",""14"":""137"",""15"":""129"",""17"":""138"",""18"":""165"",""19"":""205""}",,
Vector_NAMR_FB_33A0006,"2022-05-01 07:00:00",12.4,9.7,31,1009.9,25.2,27.2,0.4,6.3,112,9.1,0.01,"{""1"":0.01,""2"":0.02,""3"":0.07,""4"":0.07,""5"":0.05,""6"":0.05,""7"":0.03,""8"":0.02,""9"":0.05,""10"":0.03,""11"":0.02,""14"":0.02,""15"":0.02,""18"":0.01}",306,"{""1"":""306"",""2"":""293"",""3"":""296"",""4"":""268"",""5"":""276"",""6"":""253"",""7"":""215"",""8"":""209"",""9"":""228"",""10"":""219"",""11"":""248"",""12"":""306"",""14"":""306"",""15"":""281"",""17"":""318"",""18"":""260""}",,
