測站編號,時間,陣風_風速,風速,風向,氣壓,氣溫,海面溫度,示性波高,平均週期,波向,波浪尖峰週期,流速,分層流速{深度:流速},流向,分層流向{深度:流向},流速(節),潮高
StationID,time,Wind_Gust_Speed,Wind_Speed,Wind_Direction,Air_Pressure,Air_Temperature,Sea_Temperature,Wave_Height_Significant,Wave_Mean_Period,Wave_Main_Direction,Wave_Peak_Period,Current_Speed,Current_Speed_Layer,Current_Direction,Current_Direction_Layer,Current_Speed_knot,Tide_Height
,UTC+8,m/s,m/s,degree,hPa,C,C,m,sec,degree,sec,m/s,m/s,degree,degree,knot,m
Vector_NAMR_FB_33A0006,"2021-12-01 00:00:00",17.3,13.4,38,1013.6,21.9,25.5,0.38,5.9,135,7.4,,,,,,
Vector_NAMR_FB_33A0006,"2021-12-01 01:00:00",17.8,13.8,44,1013.4,21.4,25.4,0.52,7.2,123,10.8,0.09,"{""1"":0.09}",222,"{""1"":""222""}",,
Vector_NAMR_FB_33A0006,"2021-12-01 02:00:00",19.2,14.4,40,1013.5,20.6,25.3,0.54,6.3,101,11.6,0.15,"{""1"":0.15,""2"":0.12,""3"":0.1,""4"":0.09,""5"":0.05,""6"":0.02,""7"":0.01,""9"":0.05,""10"":0.1,""11"":0.1,""12"":0.15,""14"":0.05,""15"":0.02,""16"":0.1,""17"":0.1,""18"":0.11,""19"":0.11,""20"":0.18,""21"":0.17}",231,"{""1"":""231"",""2"":""231"",""3"":""216"",""4"":""225"",""5"":""243"",""6"":""253"",""7"":""165"",""8"":""106"",""9"":""303"",""10"":""315"",""11"":""300"",""12"":""301"",""14"":""268"",""15"":""320"",""16"":""264"",""17"":""247"",""18"":""253"",""19"":""255"",""20"":""274"",""21"":""303""}",,
Vector_NAMR_FB_33A0006,"2021-12-01 03:00:00",19.2,13.5,41,1014.3,20.4,25.1,,,,,0.34,"{""1"":0.34,""2"":0.15,""3"":0.2,""4"":0.12,""5"":0.07,""7"":0.05,""8"":0.02,""9"":0.07,""10"":0.1,""11"":0.07,""12"":0.09,""14"":0.2,""15"":0.01,""16"":0.23,""17"":0.1,""18"":0.05,""19"":0.11,""20"":0.23}",257,"{""1"":""257"",""2"":""226"",""3"":""219"",""4"":""207"",""5"":""187"",""6"":""127"",""7"":""255"",""8"":""222"",""9"":""252"",""10"":""263"",""11"":""311"",""12"":""286"",""14"":""228"",""15"":""144"",""16"":""314"",""17"":""291"",""18"":""275"",""19"":""268"",""20"":""275""}",,
Vector_NAMR_FB_33A0006,"2021-12-01 04:00:00",21.5,15.6,37,1014.4,20,24.7,0.63,7.2,67,10,0.23,"{""1"":0.23,""2"":0.25,""3"":0.18,""4"":0.11,""5"":0.11,""6"":0.05,""7"":0.05,""8"":0.05,""9"":0.05,""10"":0.07,""11"":0.05,""12"":0.09,""14"":0.07,""15"":0.12,""16"":0.12,""17"":0.14,""18"":0.11,""19"":0.1,""20"":0.17,""21"":0.17}",181,"{""1"":""181"",""2"":""188"",""3"":""179"",""4"":""189"",""5"":""187"",""6"":""216"",""7"":""217"",""8"":""212"",""9"":""188"",""10"":""164"",""11"":""193"",""12"":""164"",""14"":""150"",""15"":""159"",""16"":""71"",""17"":""180"",""18"":""148"",""19"":""192"",""20"":""215"",""21"":""231""}",,
Vector_NAMR_FB_33A0006,"2021-12-01 05:00:00",20.7,14.9,36,1014.7,19.3,24,0.61,5.9,213,10.2,0.4,"{""1"":0.4,""2"":0.33,""3"":0.18,""4"":0.17,""5"":0.18,""6"":0.12,""7"":0.12,""8"":0.15,""9"":0.18,""10"":0.14,""11"":0.07,""12"":0.02,""14"":0.07,""15"":0.18,""16"":0.27,""17"":0.23,""18"":0.18,""19"":0.2,""20"":0.21,""21"":0.25}",218,"{""1"":""218"",""2"":""214"",""3"":""196"",""4"":""179"",""5"":""192"",""6"":""187"",""7"":""209"",""8"":""217"",""9"":""232"",""10"":""243"",""11"":""238"",""12"":""254"",""14"":""186"",""15"":""218"",""16"":""246"",""17"":""215"",""18"":""214"",""19"":""220"",""20"":""217"",""21"":""224""}",,
Vector_NAMR_FB_33A0006,"2021-12-01 06:00:00",21.1,15.6,41,1014.8,19.6,23.8,0.69,5.3,123,10.6,0.15,"{""1"":0.15,""2"":0.1,""3"":0.15,""4"":0.1,""5"":0.15,""6"":0.15,""7"":0.12,""8"":0.12,""9"":0.14,""10"":0.15,""11"":0.17,""12"":0.23,""14"":0.03,""15"":0.07,""16"":0.14,""17"":0.02,""18"":0.05,""19"":0.02,""20"":0.02,""21"":0.05,""22"":0.02}",34,"{""1"":""34"",""2"":""24"",""3"":""22"",""4"":""32"",""5"":""44"",""6"":""52"",""7"":""44"",""8"":""49"",""9"":""35"",""10"":""53"",""11"":""55"",""12"":""62"",""14"":""264"",""15"":""52"",""16"":""201"",""17"":""145"",""18"":""214"",""19"":""252"",""20"":""315"",""21"":""269"",""22"":""36""}",,
Vector_NAMR_FB_33A0006,"2021-12-01 07:00:00",21,15.6,41,1015.9,19.5,24.8,0.61,4.1,168,10.6,0.46,"{""1"":0.46,""2"":0.44,""3"":0.49,""4"":0.47,""5"":0.46,""6"":0.46,""7"":0.44,""8"":0.41,""9"":0.4,""10"":0.4,""11"":0.4,""12"":0.37,""14"":0.05,""15"":0.02,""17"":0.02,""18"":0.05,""19"":0.07,""20"":0.1,""21"":0.1,""22"":0.09,""23"":0.18}",50,"{""1"":""50"",""2"":""41"",""3"":""49"",""4"":""52"",""5"":""52"",""6"":""54"",""7"":""51"",""8"":""54"",""9"":""58"",""10"":""62"",""11"":""67"",""12"":""71"",""14"":""145"",""15"":""129"",""17"":""65"",""18"":""42"",""19"":""72"",""20"":""43"",""21"":""58"",""22"":""78"",""23"":""76""}",,
